decision,review_notes,id,split,source_line,task_category,flags,instruction,output
,,train-03954-45bbf9a37430,train,3954,knowledge_qa,medical_advice|medical_advice_without_safety_language|vulnerable_population|vulnerable_population_without_safety_language,婴儿期动脉硬化有什么中医治疗方法？,针对婴儿期动脉硬化这种病症，在中医中没有特定的治疗方法可以直接应用于婴儿。由于婴幼儿身体结构的特殊性和不完全发展，很多中药和治疗方法可能会受到限制或不适应用于这个年龄段。在实际情况下，应该咨询专业的儿童中医医生或儿科专家，进行详细的评估并寻找安全有效的治疗方法。
,,train-03991-765cb3a9008d,train,3991,extraction_classification,,请将以下中药按照功效分类：厚朴、零陵香、紫草茸、山慈菇。,厚朴具有燥湿消痰、下气除满的功效，常用于湿阻中焦、食积气滞等症状的治疗；零陵香有行气止痛、温中止呕的作用，适用于胸腹胀痛、呕吐泄泻等症；紫草茸主要用于清热凉血、解毒透疹，常用于热病发热、麻疹不透等；山慈菇能清热解毒、消痈散结，适用于痈疽疮疡、瘰疬痰核等。因此，这些中药可以按照其功效特点分类为：厚朴和零陵香归为理气药，紫草茸归为清热药，山慈菇归为清热解毒药。
,,train-04012-15dd1d64049c,train,4012,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,先天性心脏病与中医治疗的相关研究进展,《先天性心脏病：中国传统医学视角下的最新治疗方法及研究进展》
,,train-04024-1f72f98fa385,train,4024,extraction_classification,duplicate_output|short_output,请抽取以下几种药材中，具有清热解毒功效的中药：金银花、当归、川芎、板蓝根。,具有清热解毒功效的中药是金银花和板蓝根。
,,train-04031-2c6f39af94e6,train,4031,knowledge_qa,duplicate_output,请分析一下中医中“证候”的概念。,中医中的“证候”是指疾病发展过程中某一阶段的病理概括，包括病因、病位、病性和邪正盛衰等方面。它是中医诊断和治疗的基础。
,,train-04036-5c8d2b90f637,train,4036,knowledge_qa,vulnerable_population|vulnerable_population_without_safety_language,孕妇有心脏病的症状有哪些？,怀孕期间出现的心脏病症状可能与孕期特有的生理变化和身体负荷增加有关。常见的心脏病相关症状包括：胸闷、心慌、气促，特别是在进行体力活动或夜间休息时；突然间出现的呼吸困难；偶尔伴随头晕、晕厥，甚至可能会有头痛和胃部不适感；严重情况下可能出现恶心、呕吐并伴有冷汗、手脚冰冷等表现。需要及时就诊以确定具体原因并采取适当的医疗干预。
,,train-04038-32f5e69181cd,train,4038,knowledge_qa,unverified_research_claim,关于中药对颈部织带病治疗的研究进展,"《中药在颈部织带病症治疗中的作用与最新研究》, 该论文概述了中医药物在缓解颈椎疼痛和促进恢复方面的重要作用。通过对传统中草药成分的现代解析，论文探讨了其潜在的作用机理、临床应用以及安全性评估，并强调了多学科合作在这一领域的创新突破和未来展望。"
,,train-04074-3215b7dfc587,train,4074,knowledge_qa,unsafe_absolute_claim,有人说中药是纯天然的，所以没有任何副作用，这种说法正确吗？,这种说法并不完全正确。虽然中药大多来源于自然界的植物、动物和矿物，但并不意味着它们没有副作用。中药也是药物，任何药物都有可能产生不良反应。中药的副作用通常比西药要小，但如果不根据个人的体质和病情正确使用，也可能导致不适或不良反应。因此，使用中药时应遵循中医师的指导，合理用药。
,,train-04075-6ef9ec50bba9,train,4075,knowledge_qa,serious_condition|serious_condition_without_safety_language,中医认为肿瘤转移应如何预防与处理？,在中医中，认为肿瘤转移是由于患者气血虚弱、气滞血瘀导致的。为了预防和处理这个问题，建议：1）进行定期体检；2) 遵循健康的生活方式如：均衡饮食、适量运动、保持心理平衡等；3) 调节自身的体质状况，提升免疫力，可以采用中药汤剂或草药茶饮进行补益，例如人参、黄芪、当归。4) 在医生的指导下，根据患者的实际情况来选择适当的中医治疗方法，如针灸、推拿等辅助手段。
,,train-04081-cb0c1d2722b6,train,4081,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：本文研究了木瓜在中医理论中的性味归经、功效及其在治疗消化不良、风湿痹痛等疾病中的应用。,《木瓜在中医中的应用及疗效探讨》
,,train-04083-6047d6c06451,train,4083,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：黄芪在治疗脾肾气虚证方面的临床应用研究。,《黄芪对脾肾气虚证患者临床疗效的观察与分析》
,,train-04084-9efde1c6d5aa,train,4084,knowledge_qa,latin_text_fragment,营气亏虚和 Polyarthralgia 有何关联？,营气亏虚，即中医理论中的气血不足，可能导致身体的多个关节出现疼痛，这种病症在中医中可能被归类为痹症。Polyarthralgia是西医术语，指的是多关节痛，可能与中医的营气亏虚有关联，因为中医认为气血不足会导致关节失去濡养，从而出现疼痛。
,,train-04109-9bb10aef6334,train,4109,rewriting_editing,short_output,请将以下句子修改为更专业的中医术语：'我最近身体很虚，总是怕冷。',近日体内阳气不足，常感形寒肢冷。
,,train-04110-f6374c0924f2,train,4110,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,探讨心经在中医理论中的作用及临床应用,《心经在中医理论中的核心地位及其在现代临床的实践应用》
,,train-04111-0d0b9ebeed8e,train,4111,long_form_generation,document_style_output|unverified_research_claim,请根据以下内容生成一个摘要：本文综述了近年来关于脾胃湿热证的研究进展，包括病因病机、诊断方法、辨证论治及实验研究等方面。,本文综述了脾胃湿热证的研究进展，包括病因病机、诊断方法、辨证论治及实验研究等方面。通过对近年来相关文献的整理和分析，总结了脾胃湿热证的研究成果和存在的问题，为今后的研究提供了参考和启示。
,,train-04130-2f2a688d297a,train,4130,title_generation,potentially_toxic_herb|short_output|title_only_output|toxic_herb_without_safety_language|unverified_research_claim,请根据中医理论，结合现代研究，生成一个关于川乌药理作用的文献标题。,《川乌中生物碱成分的药理作用及其机制研究》
,,train-04174-0d73b8581d19,train,4174,title_generation,heading_only_output|potentially_toxic_herb|short_output|toxic_herb_without_safety_language|unverified_research_claim,请为以下文献生成一个合适的标题：本文研究了川乌中有效成分对关节炎的治疗作用。,“川乌有效成分对关节炎治疗作用的研究”
,,train-04193-20e16bfb0e50,train,4193,knowledge_qa,,一位年轻女性出现了频繁疲劳、心悸等症状，您会如何初步判断她的中医体质类型及建议相应的饮食调节？,通过询问患者的症状以及生活作息习惯后，我们可能推测这位患者属于气血两虚的体质。气血不足会引起乏力、气短、心悸等症状，并伴有睡眠质量下降或体虚多汗等问题。为了改善这类情况，建议该女性日常生活中应注意调养与调节饮食，宜多吃补血生津、滋阴养血的食物如黑芝麻、猪肝等；避免熬夜，保证充分休息和规律作息，减少情绪波动以减轻对心神的损耗；同时在专业中医师指导下，可以适量使用一些中药调理，如炙甘草、红枣、黄芪等。
,,train-04194-992dd5a7adc1,train,4194,knowledge_qa,medical_advice|medical_advice_without_safety_language|unverified_research_claim,湖北大学的科研人员最近发表了一项关于利用中草药来对抗混合结缔组织病的研究。他们使用了哪些具体的药物或治疗方法？,湖北大学的科研人员可能使用了一些具有抗炎、抗氧化和免疫调节功能的中药，如黄芪、当归、白术等，通过调整患者体内的免疫反应和减轻炎症症状来对抗混合结缔组织病。具体的药方需根据临床研究数据进行确定。
,,train-04195-d28a4184281a,train,4195,knowledge_qa,document_style_output|document_style_task_mismatch|unverified_research_claim,一篇关于中药血清肌酸磷酸激酶升高的研究,本文探讨了中药使用与血液中的肌酸磷酸激酶水平升高之间的关联性，通过实验数据分析及临床案例验证，在某些情况下，特定的中药配方可能导致此生物标志物升高的现象。文中详细说明了这些药物可能的作用机理以及潜在风险，同时强调需根据个人情况在专业医师指导下谨慎应用中草药疗法。
,,train-04198-21578567df4c,train,4198,long_form_generation,heading_only_output|heading_only_task_mismatch|short_output,请根据以下信息撰写一篇关于肝经郁热的中医治疗的文章：背景、目的、方法、结果和结论,肝经郁热的中医治疗：一项临床研究
,,train-04223-92e14fa1e6f3,train,4223,knowledge_qa,personal_medical_advice|personal_medical_advice_without_safety_language,最近经常感到胃寒，有什么中药可以缓解这种症状？,胃寒时，可以尝试使用一些温中散寒的中药，如干姜、肉桂、高良姜等。建议咨询专业的中医师，以便根据个人体质和病情制定合适的治疗方案。
,,train-04224-1d9c59daa2aa,train,4224,title_generation,title_only_output|unverified_research_claim|very_short_output,请根据以下内容生成一个中医文献标题：本文研究了山药对脾虚证的治疗作用。,《山药对脾虚证治疗作用的研究》
,,train-04253-97ae86e67df6,train,4253,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我经常感到腰背酸痛，尤其是劳累后，有什么中药推荐吗？,腰背酸痛在中医里可能与肾虚、血瘀、寒湿等多种因素有关。可以考虑使用一些补肝肾、强筋骨、活血化瘀的中药，如杜仲、牛膝、桑寄生等。同时，也可以采用针灸、拔罐等中医外治法来缓解症状。建议在专业中医师的指导下进行治疗。
,,train-04269-1a8c6897931d,train,4269,title_generation,short_output|title_only_output,请根据以下内容生成一个文献标题：妇人阴冷脾阳虚弱证的中药治疗。,《中药治疗妇人阴冷脾阳虚弱证的临床观察与体会》
,,train-04282-b927332b4d62,train,4282,knowledge_qa,document_style_output|document_style_task_mismatch|unverified_research_claim,探讨天冬的药理活性与现代应用，生成一份100字左右的研究报告概要。,本研究概述了天冬作为传统中药在不同医学领域中的药理作用及其临床价值。天冬因具有滋阴润燥、益气养血等功效，广泛应用于治疗肺热咳嗽、肝肾亏损等问题。近年来的研究也揭示出其对癌症化疗抗性、糖尿病等慢性病的潜在防治作用，在现代药学研究中展现出广阔的应用前景。
,,train-04289-1f2abaf34f38,train,4289,knowledge_qa,unsafe_absolute_claim,牙龈出血是否可通过中药治疗得到改善？如果可以，应选用哪几种药材组合？,通过中医角度，牙龈出血通常被认为是由热、燥或火引起的上炎导致的。推荐使用具有清热凉血、收敛止血作用的中药材进行调理和治疗，如金银花、蒲公英、三七粉等。这几种药材有助于降低体内的热气、抑制炎症反应并促进伤口愈合。在具体用药前应咨询专业中医师，以获取最适合个体的方案，并确保药物安全无副作用。
,,train-04304-0cc046e733c6,train,4304,long_form_generation,document_style_output|unverified_research_claim,请为以下文献生成摘要：正虚痰恋证的治疗研究进展。,摘要：正虚痰恋证是中医学中常见的证候之一，主要表现为气虚、阳虚和痰湿内阻。本文综述了近年来关于正虚痰恋证的治疗研究进展，包括中药治疗、针灸治疗、饮食调理等方面，为临床治疗提供参考。
,,train-04394-4a2111d8fe2e,train,4394,extraction_classification,very_short_output,请从以下中药中抽取具有清热解毒功效的药材：天仙子、楮实子、昆布、黄芩。,具有清热解毒功效的药材是黄芩。
,,train-04398-95b4fcce4591,train,4398,extraction_classification,,请抽取与肢冷相关的中医证候。,肢冷常见于阳虚体质，可能与肾阳虚、脾阳虚有关。常见的证候包括手足不温、畏寒喜暖、面色苍白等。治疗时，可以考虑温阳散寒的方剂，如四逆汤、真武汤等。
,,train-04404-00b5ff63e693,train,4404,title_generation,heading_only_output|unverified_research_claim|very_short_output,请为以下主题生成一个合适的文献标题：'人参对免疫力的影响研究',人参对免疫力的影响及其机制研究
,,train-04405-e8474170638b,train,4405,long_form_generation,document_style_output|medical_advice|medical_advice_without_safety_language|unverified_research_claim,请根据以下主题撰写一篇关于中医方剂的文献：主题为“中医药治疗失眠的研究进展与展望”。,标题：中医药治疗失眠的研究进展与展望 摘要：失眠是临床常见的疾病，严重影响患者的生活质量。中医药治疗失眠具有悠久的历史和丰富的经验。本文对中医药治疗失眠的研究进展进行了综述，并对未来研究方向进行了展望。 关键词：中医药；失眠；研究进展；展望 正文：引言部分简要介绍了失眠的病因、病机和中医治疗失眠的基本原则。随后，详细综述了中医药治疗失眠的临床研究、药理作用、方剂研究和名医经验等方面的进展。最后，对中医药治疗失眠的未来研究方向进行了展望，包括加强临床研究、探讨作用机制、开发新药等。
,,train-04444-eceeec3bb348,train,4444,extraction_classification,potentially_toxic_herb|short_output|toxic_herb_without_safety_language,请将以下中药按药性分类：人参、附子、干姜、黄连、黄芩、生地黄。,按药性分类如下：温热药：附子、干姜；寒凉药：黄连、黄芩；平性药：人参、生地黄。
,,train-04485-ac0209c551d7,train,4485,knowledge_qa,personal_medical_advice|vulnerable_population,儿童长期便秘怎么办？,中医认为，儿童长期便秘可能是由于肠胃气机不畅、消化功能失衡所致。可建议采用中成药或食疗来调理，比如使用益生元促进肠道蠕动和改善微生态环境，或是食用富含纤维的食物如糙米、燕麦等促进自然排便。同时，保持规律的饮食作息及适当增加运动也有助于缓解便秘。但具体治疗方案需根据儿童具体情况由中医师指导进行。
,,train-04496-e0d7a157ed86,train,4496,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：'肺经与呼吸系统疾病的关系研究',《基于中医肺经理论对呼吸系统疾病防治的探讨》
,,train-04501-4e265ae3e3fa,train,4501,knowledge_qa,medical_advice|medical_advice_without_safety_language|unverified_research_claim,肌肉强直如何从中医理论解释？现代研究是否有支持其治疗方法。,中医认为，肌肉强直主要是由于气血运行不畅或筋脉受阻所导致的。根据传统中医理论，可以通过调和阴阳、疏通经络的方式进行调理。现代研究表明，针灸、中药以及特定运动疗法可以有效地改善肌肉强直的症状，支持了这些中医治疗方法的有效性与科学性。
,,train-04505-42deff167cc2,train,4505,knowledge_qa,malformed_instruction,烧伤后脉搏增速与哪些中医实体相关？,在中医里，烧伤导致的脉搏增速可能关联到心火亢盛、气血两燔、湿热内生等状态。这类情况下需要对患者进行补肾固本、清热解毒和养心安神的治疗策略，使用方剂如黄连解毒汤、牛膝补中益气汤等以恢复患者健康。
,,train-04559-d70ba2fedc73,train,4559,knowledge_qa,heading_only_output|heading_only_task_mismatch|serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim,原始文献：“原发性恶性肿瘤与免疫调节疗法对生存率影响的中西医联合研究”,关键词：原发性恶性肿瘤、中医（传统医学）、西医、免疫调节、生存率、联合研究
,,train-04579-b59eefc99849,train,4579,knowledge_qa,potentially_toxic_herb|serious_condition|serious_condition_without_safety_language|short_output|toxic_herb_without_safety_language|unverified_research_claim,探讨花叶细辛在中风康复治疗中的应用及其机理分析,花叶细辛：一种新兴的中医疗法在中风康复中的作用与科学解释
,,train-04602-da4dee3a48aa,train,4602,knowledge_qa,vulnerable_population|vulnerable_population_without_safety_language,儿童软组织肉瘤的症状有哪些？,儿童软组织肉瘤的常见临床表现为：1. 无痛性肿块：通常是最早出现且最常见的表现；2. 生长迅速：肿瘤多呈实质性，边界可能不清，增长速度较快；3. 可能伴随疼痛、皮肤瘙痒或色素沉着；4. 体积较大时可导致关节运动受限或压迫邻近器官引起相应的临床症状。儿童软组织肉瘤需通过影像学检查及活检来确诊，并依据病灶位置和病理类型选择手术切除、放疗和/或化疗等综合治疗措施。
,,train-04609-6c02704e8128,train,4609,knowledge_qa,unsafe_absolute_claim,先天性染色体疾病对中医药物有哪些限制或特殊要求？,先天性染色体疾病的患者在使用中成药时需要特别注意以下几点：1）避免影响遗传物质，尽量选择不会与特定基因相互作用的草本；2）慎重选择含有补血、补气的药材，避免造成遗传异常进一步复杂化；3）遵循个体化的治疗方案，根据自身情况调整药量或换用温和无副作用的中药。具体的治疗方案应由专业医生制定，并在专业指导下进行。
,,train-04620-1c486a6857b7,train,4620,knowledge_qa,serious_condition|serious_condition_without_safety_language,肿瘤细胞侵袭过程中的分子机制有哪些关键点？如何用中草药抑制这一过程？,在研究肿瘤细胞的侵袭过程中，分子机制主要包括粘附分子、金属蛋白酶、基质金属蛋白酶-2（MMP-2）等的作用。中草药可通过多种方式参与调节这些分子作用的过程：例如，通过抗炎镇痛缓解炎症反应；抑制特定蛋白酶活性减慢肿瘤细胞的迁移速度和侵袭性；以及通过影响粘附分子来阻止肿瘤与基质之间的黏着。然而，使用中草药具体抑制过程需要科学实验支持，且不同中药或配方的作用机理存在差异，需依据个体病情选用适当的草药组合并由专业人士指导治疗。
,,train-04639-51089150b525,train,4639,knowledge_qa,title_only_output|title_only_task_mismatch|unverified_research_claim|very_short_output,探讨火毒攻喉证的中医疗法,《火毒攻喉证的中医疗法研究》
,,train-04668-ccda4e9402ef,train,4668,knowledge_qa,malformed_instruction,高血压可能与哪些中医实体相关？,高血压在中医中可能关联的中医实体包括但不限于肝火亢盛、脾虚水湿泛滥、肾精不足等。中医认为高血压常涉及脏腑功能失调，具体可以是肝脏失于调节血压，导致“肝阳上亢”；或者脾胃运化失常，导致水分代谢不畅引发水湿内停，进一步影响血脉畅通；同时若肾气不足或肾脏功能异常，也可能引发血分流通受阻和压力增高现象。
,,train-04685-06443045c0f0,train,4685,knowledge_qa,document_style_output|document_style_task_mismatch|unverified_research_claim,结合现代科学研究，探讨樗树子对多种疾病的潜在影响及其中医应用方法。,本文综合当前研究资料，揭示了樗树子在不同疾病中的潜在医疗价值及其传统中医运用方式。分析发现，该药材具有多样的生物活性成分和药理作用，在针对风湿病、肿瘤等疾病中可能展现出良好效果与独特机制，其研究为开发安全、有效的草本疗法提供了新的方向和依据。
,,train-04697-75ab2eaffac7,train,4697,extraction_classification,short_output,请根据中医理论，将下列症状归类为对应的证候：腰膝酸软、头晕耳鸣、眼睛干涩。,根据中医理论，这些症状可以归类为'肾阴虚损证'。
,,train-04700-ce316565cb63,train,4700,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我最近感到腰膝酸软，头晕耳鸣，可能是肾阴亏损证，请推荐一个适合的中药方剂。,针对您的肾阴亏损证，可以尝试使用六味地黄丸。这个方剂以滋阴补肾为主，适用于腰膝酸软、头晕耳鸣等症状。
,,train-04702-b9d7e440a3b1,train,4702,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language|vulnerable_population|vulnerable_population_without_safety_language,小儿脾胃不好，可以使用哪些中药方剂来调理？,小儿脾胃不好可以通过使用小儿化食丸、小儿健脾丸等中药方剂来进行调理，这些方剂具有消食化滞、健脾和胃的功效。
,,train-04711-20275663efa9,train,4711,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我患有邪阻半表半里的症状，感觉身体不适，有什么适合的中药方剂可以推荐吗？,邪阻半表半里，可以考虑使用小柴胡汤，这是一种传统的中药方剂，具有和解少阳、调和表里的作用，适合治疗此类病症。
,,train-04722-a79a4c90b31f,train,4722,knowledge_qa,medical_advice|serious_condition,我有肺部肿瘤症状，应如何选择中医治疗方法？,首先需要在医生指导下进行西医诊断确认，并确定肺部肿瘤的类型、分期及扩散情况。然后结合个人体质与病情特征，可采用辨证施治原则，如可通过活血化瘀、扶正固本的方法调理身体，使用如鳖甲煎丸等方剂，但具体的中医治疗方法应由专业的中医师根据实际情况制定个性化方案。同时建议患者保持良好的生活习惯和饮食习惯，以促进治疗效果。
,,train-04731-2640a59964fe,train,4731,knowledge_qa,medical_advice|medical_advice_without_safety_language|potentially_toxic_herb|toxic_herb_without_safety_language,罂粟壳在中医中的作用是什么？为什么现在很多中药方中不使用罂粟壳？,罂粟壳，性味酸、涩、温，归肺、大肠、肾经。中医认为，罂粟壳具有敛肺止咳、涩肠止泻、止痛等功效。在传统中药方中，罂粟壳曾被用于治疗咳嗽、腹泻、疼痛等症状。然而，由于罂粟壳含有成瘾性成分，容易导致依赖和滥用，因此现在很多中药方中已经不再使用罂粟壳。国家对罂粟壳的使用有严格的管理规定，以确保安全和合理用药。
,,train-04733-52506ddca222,train,4733,extraction_classification,,请将以下症状按照中医理论分类：发热、咳嗽、腹泻、头晕。,按照中医理论，这些症状可以分为外感病证和内伤病证。发热和咳嗽属于外感病证，腹泻和头晕属于内伤病证。
,,train-04758-3038a0cbedad,train,4758,extraction_classification,document_style_output|serious_condition|serious_condition_without_safety_language|unverified_research_claim,研究发现水蛭提取物具有抑制肿瘤进展的能力。,本研究揭示了水蛭提取物通过激活特定信号转导途径和促进细胞凋亡机制在体外实验中显著抑制了多种不同类型肿瘤的生长。结果显示，该物质可能成为治疗恶性肿瘤的潜在天然药物。研究进一步探讨了水蛭成分如何干扰肿瘤的血管生成、增加对化疗敏感性和抑制转移潜力的功能，为开发针对特定癌种的新治疗方法提供了科学依据。
,,train-04776-b6c6951d3a15,train,4776,long_form_generation,title_only_output|title_only_task_mismatch|very_short_output,请撰写一篇关于中医治疗感冒的文献，包括病因病机、诊断要点、治疗原则和方药应用。,《中医治疗感冒的探讨》
,,train-04779-b8be39b56ceb,train,4779,knowledge_qa,latin_text_fragment,简要说明甘草在中药中的地位及其主要功效？,甘草（学名：Glycyrrhiza uralensis），别名为“甜草”或“和气药”，是中药材中使用极其广泛的一个品种，拥有悠久的历史与深远的影响。甘草的味甘，性平偏凉，有健脾胃、补中益气、缓急止痛、调和药性等多重功效，对于各种因虚损而引发的身体不适都可予以调理，如慢性疲劳、胃炎、肠炎以及心脏病等症状。在中医方剂中，无论热证还是寒证，甘草常用于辅助，其强大的中和与缓和作用是众多医家公认的宝库之一。然而使用时仍需考虑患者的具体病情及体质，谨防剂量过大引起的相关副作用。
,,train-04800-8978f4c8fd04,train,4800,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,针对热伤胃阴证的临床研究,《基于中医理论的胃阴亏损证临床特点与治疗策略研究》
,,train-04806-dc1104b8ef5c,train,4806,title_generation,short_output|title_only_output|unverified_research_claim,请根据中医理论，为关于升麻药理作用的研究生成一个文献标题。,《升麻的药理作用及其在中医临床中的应用研究》
,,train-04808-0e8e2a843b19,train,4808,long_form_generation,document_style_output,请撰写一篇关于'中医治疗肺经病症'的文献摘要。,本文综述了中医治疗肺经病症的理论基础和临床实践。肺经病变涉及咳嗽、哮喘、感冒等多种呼吸系统疾病，中医通过辨证论治，采用针灸、中药等治疗方法，调整肺经气血，调和营卫，以达到治疗肺经病症的目的。文章还讨论了中医治疗肺经病症的优势和未来研究方向。
,,train-04846-780b36ed9426,train,4846,title_generation,heading_only_output|short_output|unverified_research_claim,请根据以下内容生成一个文献标题：本研究探讨了中药对妇人阴冷破伤风的疗效。,“中药治疗妇人阴冷破伤风的临床观察与疗效分析”
,,train-04856-ec57824dc525,train,4856,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,研究者在探索中药对于帕金森综合症的新应用方向。,中医药创新疗法在帕金森病治疗中的实践与展望——一项系统性的综述与分析
,,train-04873-8ed31c942043,train,4873,extraction_classification,,请将以下症状归类为中医的哪种证候：心悸、失眠、头晕、面色苍白。,这些症状在中医理论中，通常被归类为“心血虚”证候。心血虚指的是心脏和血液的气血不足，导致心神失养，表现为心悸、失眠、头晕、面色苍白等症状。治疗心血虚，中医常用补血养心的方剂，如四物汤等。
,,train-04879-f4516bb9d5a9,train,4879,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,探讨中医理论中的五脏六腑与现代医学中人体器官功能之间的关联性,基于中国传统医学的视角：五脏六腑与现代生理学的人体系统比较研究
,,train-04914-1ccd6311af2f,train,4914,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我最近经常感到胃部有灼热感，中医可能会推荐哪种草药进行治疗？,胃部灼热感在中医中可能是胃热的表现，中医可能会推荐使用具有清热、凉血、养阴的草药，如黄连、黄芩、生地黄等。建议在专业中医师的指导下使用。
,,train-04927-3c980f1bd38e,train,4927,knowledge_qa,document_style_output|document_style_task_mismatch|serious_condition|serious_condition_without_safety_language|unverified_research_claim,研究表明豨胆汁在转移癌预防中具有显著效果,本研究旨在评估豨胆汁对转移性癌症潜在的预防作用，结果表明连续给药可有效降低晚期肿瘤发生的风险。研究表明，豨胆汁通过激活内源性防御机制，在细胞水平上表现出强大的抗肿瘤活性，特别在抑制癌细胞迁移和侵袭过程中显示出显著优势。
,,train-04936-f1dc1ed80b1c,train,4936,extraction_classification,short_output,请将以下中药按功效分类：黄连、当归、川芎、人参、甘草。,黄连属于清热药，当归和川芎属于补血药，人参属于补气药，甘草属于调和药。
,,train-04951-e42e49f3862e,train,4951,rewriting_editing,,以下是一段关于毛冬青的介绍，请对其进行编辑，使其更加准确和详细：毛冬青是一种常见的中药材，主要用于清热解毒、活血化瘀。它通常用于治疗各种炎症和感染，如咽喉炎、扁桃体炎等。,毛冬青，又名铁冬青，是一种常见的中药材，具有清热解毒、活血化瘀的功效。它通常用于治疗各种炎症和感染，如咽喉炎、扁桃体炎、肺炎等。此外，毛冬青还可用于治疗高血压、糖尿病等疾病。使用时，需注意毛冬青的用量和禁忌症，以免产生不良反应。
,,train-04967-de56a5dd9892,train,4967,knowledge_qa,serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim,关于川东獐牙菜与乳腺癌的相关研究,川东獐牙菜对乳腺癌治疗的潜在价值和作用机制探索
,,train-04976-f49a2bb0d883,train,4976,long_form_generation,serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim,这篇关于三叶海棠与乳腺癌的现代研究文献综述了其药理作用，发现三叶海棠可能对抑制肿瘤生长及转移有潜在益处。,该研究概括了三叶海棠在抗击乳腺癌领域的可能效果，包括抑制肿瘤增殖和转移等功效。
,,train-04994-b91471e05654,train,4994,knowledge_qa,document_style_output|document_style_task_mismatch|unverified_research_claim,探讨中药在现代医学中的应用案例以及潜在效果。,本文通过详细阐述中国传统药物在防治慢性疾病方面的应用，展示中药独特的生物活性成分在缓解临床症状、促进身体恢复中扮演的重要角色。以焦虑症和慢性肾衰竭为例，研究了复方丹参滴丸等中药在改善患者心理状态与减轻肾脏损伤方面的潜在效果，并分析其机制、适用人群以及可能面临的挑战。本论文旨在推动中药现代化应用，加强跨学科合作，促进传统医学的创新与发展。
,,train-04995-adeecd3b85f9,train,4995,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,气滞血瘀证的研究进展,气滞血瘀证：现代医学视角下的诊断与治疗研究
,,train-05010-0f9a9410ad2d,train,5010,rewriting_editing,short_output,请对以下句子进行修改：'鸭跖草可以用来治疗肝肾亏虚证。',鸭跖草可用于辅助治疗肝肾亏虚证，具体应用时需结合中医辨证施治原则。
,,train-05011-db796fea4a96,train,5011,knowledge_qa,document_style_output|document_style_task_mismatch|medical_advice|medical_advice_without_safety_language|unverified_research_claim,一篇关于癫痫中医治疗方法的研究论文,本文概述了现代医学与传统中医学对癫痫的不同观点及治疗方法，详细描述了中药、针灸和拔罐等疗法在临床治疗中的应用效果。研究者分析了传统方剂如定痫丸的现代制备方法及其在不同病例中的治疗反应，同时也探讨了中医诊断与西医检查相结合的重要性，在治疗过程中考虑患者的体质差异，并结合现代科技进行疗效评估。
,,train-05021-3209ef4e52aa,train,5021,rewriting_editing,,请根据中医理论，对以下句子进行修改：最近工作压力大，导致我经常失眠，头痛，食欲不振。,最近工作压力大，导致我经常失眠，头痛，食欲不振。根据中医理论，这可能是由于肝气郁结、脾胃虚弱所致。建议我采用疏肝解郁、健脾养胃的调理方法，可以考虑使用逍遥散等方剂进行治疗。同时，建议我注意调整工作节奏，保持良好的作息习惯，以缓解压力。
,,train-05053-697d6960362f,train,5053,title_generation,short_output|title_only_output|unverified_research_claim,请根据中医理论，结合现代研究，为探讨湿热体质与慢性疲劳综合征的关系生成一个文献标题。,《基于中医湿热体质理论探讨慢性疲劳综合征的发病机制及临床干预策略》
,,train-05091-3585e41710f9,train,5091,extraction_classification,duplicate_output|short_output,请抽取以下中药中具有清热解毒功效的药物：百部、黄连、连翘、常山。,具有清热解毒功效的中药是黄连和连翘。
,,train-05097-01394a7846c5,train,5097,title_generation,heading_only_output|short_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：本文主要研究了当归在治疗女性月经不调方面的临床应用。,当归在治疗女性月经不调临床应用研究
